episode,step,state_mean,state_std,action,intent,reward,done
2,0,-0.003075957763940096,0.7889050245285034,8,hide,0.0,False
2,1,0.029630957171320915,0.1346835196018219,0,idle_wander,0.0,False
2,2,0.03110015019774437,0.1459500640630722,0,idle_wander,0.0,False
2,3,0.056778084486722946,0.9402235150337219,8,hide,0.5,False
2,4,0.029711121693253517,0.13458772003650665,0,idle_wander,0.0,False
2,5,0.03118031844496727,0.1458621770143509,0,idle_wander,0.0,False
2,6,0.05681905150413513,0.9401998519897461,0,idle_wander,0.0,False
2,7,0.02977578714489937,0.13450254499912262,0,idle_wander,0.0,False
2,8,0.03119758889079094,0.14569488167762756,0,idle_wander,0.0,False
2,9,0.056686922907829285,0.9401561617851257,0,idle_wander,0.0,False
2,10,0.029667353257536888,0.13424748182296753,0,idle_wander,0.0,False
2,11,0.03108915500342846,0.14546051621437073,0,idle_wander,0.0,False
2,12,0.05663817375898361,0.9401190280914307,0,idle_wander,0.0,False
2,13,0.02964230440557003,0.13405321538448334,0,idle_wander,0.0,False
2,14,0.0310641061514616,0.14528144896030426,0,idle_wander,0.0,False
2,15,0.0564422681927681,0.9400784969329834,0,idle_wander,0.0,False
2,16,0.029470091685652733,0.1338026225566864,0,idle_wander,0.0,False
2,17,0.030891893431544304,0.14505194127559662,0,idle_wander,0.0,False
2,18,0.056441567838191986,0.9400442838668823,0,idle_wander,0.0,False
2,19,0.029493087902665138,0.13363435864448547,0,idle_wander,0.0,False
2,20,0.03091488964855671,0.1448964774608612,0,idle_wander,0.0,False
2,21,0.056478604674339294,0.9400225281715393,0,idle_wander,0.0,False
2,22,0.02950642816722393,0.13348248600959778,0,idle_wander,0.0,False
2,23,0.03092823177576065,0.14475633203983307,0,idle_wander,0.0,False
2,24,0.05644538253545761,0.9399983286857605,0,idle_wander,0.0,False
2,25,0.02944951504468918,0.13330134749412537,0,idle_wander,0.0,False
2,26,0.0308713149279356,0.14458991587162018,0,idle_wander,0.0,False
2,27,0.05630015954375267,0.9399725794792175,0,idle_wander,0.0,False
2,28,0.029280591756105423,0.13308876752853394,0,idle_wander,0.0,False
2,29,0.030702391639351845,0.14439556002616882,0,idle_wander,0.0,False
2,30,0.05647937208414078,0.9399589896202087,0,idle_wander,0.0,False
2,31,0.029436107724905014,0.13303041458129883,0,idle_wander,0.0,False
2,32,0.030857905745506287,0.14434024691581726,0,idle_wander,0.0,False
2,33,0.056313615292310715,0.9399301409721375,0,idle_wander,0.0,False
2,34,0.029246652498841286,0.13279607892036438,0,idle_wander,0.0,False
2,35,0.030668456107378006,0.14412620663642883,0,idle_wander,0.0,False
2,36,0.05646632984280586,0.9399203062057495,0,idle_wander,0.0,False
2,37,0.029375670477747917,0.13276419043540955,0,idle_wander,0.0,False
2,38,0.03084486536681652,0.14413340389728546,0,idle_wander,0.0,False
2,39,0.056245364248752594,0.9398900270462036,0,idle_wander,0.0,False
2,40,0.029417259618639946,0.1333056539297104,0,idle_wander,0.0,False
2,41,0.03064759261906147,0.14393842220306396,0,idle_wander,0.0,False
2,42,0.05624786391854286,0.9398717284202576,0,idle_wander,0.0,False
2,43,0.029445355758070946,0.13322676718235016,0,idle_wander,0.0,False
2,44,0.03067379631102085,0.14386017620563507,0,idle_wander,0.0,False
2,45,0.056345369666814804,0.9398594498634338,0,idle_wander,0.0,False
2,46,0.02956845611333847,0.13320748507976532,0,idle_wander,0.0,False
2,47,0.030794993042945862,0.14383624494075775,0,idle_wander,0.0,False
2,48,0.0577489510178566,0.9403614401817322,0,idle_wander,0.0,False
2,49,0.030997619032859802,0.13702286779880524,0,idle_wander,0.0,False
2,50,0.03222226724028587,0.14735999703407288,0,idle_wander,0.0,False
2,51,0.05761682987213135,0.9403609037399292,0,idle_wander,0.0,False
2,52,0.030891090631484985,0.13703608512878418,0,idle_wander,0.0,False
2,53,0.03211383894085884,0.14736823737621307,0,idle_wander,0.0,False
2,54,0.05761514976620674,0.9403672814369202,0,idle_wander,0.0,False
2,55,0.03091500699520111,0.13712073862552643,0,idle_wander,0.0,False
2,56,0.03208846598863602,0.14739753305912018,0,idle_wander,0.0,False
2,57,0.05768567696213722,0.9403660297393799,0,idle_wander,0.0,False
2,58,0.03105851449072361,0.13725607097148895,0,idle_wander,0.0,False
2,59,0.032182686030864716,0.1474769562482834,1,approach_player,-0.1,False
2,60,0.05754343792796135,0.9403605461120605,0,idle_wander,0.0,False
2,61,0.0309892650693655,0.13731300830841064,14,stare_at_window,0.0,False
2,62,0.03206414729356766,0.1474904716014862,1,approach_player,-0.1,False
2,63,0.05770433321595192,0.9403696060180664,0,idle_wander,0.0,False
2,64,0.031223146244883537,0.13752368092536926,0,idle_wander,0.0,False
2,65,0.03224874287843704,0.1476476639509201,1,approach_player,-0.1,False
2,66,0.04575284570455551,0.9275102019309998,8,hide,0.0,False
2,67,0.03111797757446766,0.13754598796367645,0,idle_wander,0.0,False
2,68,0.032094281166791916,0.14763569831848145,1,approach_player,-0.1,False
2,69,0.045757148414850235,0.9275144338607788,8,hide,0.0,False
2,70,0.031195268034934998,0.1376805156469345,0,idle_wander,0.0,False
2,71,0.03216967731714249,0.14774945378303528,1,approach_player,-0.1,False
2,72,0.04561815783381462,0.9275175333023071,8,hide,0.0,False
2,73,0.031105561181902885,0.13775578141212463,0,idle_wander,0.0,False
2,74,0.03207807242870331,0.14780910313129425,0,idle_wander,0.0,False
2,75,0.0457901693880558,0.9275380373001099,0,idle_wander,0.0,False
2,76,0.031303174793720245,0.13794535398483276,0,idle_wander,0.0,False
2,77,0.0322737917304039,0.1479734182357788,0,idle_wander,0.0,False
2,78,0.045782458037137985,0.927550733089447,0,idle_wander,0.0,False
2,79,0.031321052461862564,0.13807126879692078,14,stare_at_window,0.0,False
2,80,0.0322897732257843,0.14807021617889404,0,idle_wander,0.0,False
2,81,0.07024813443422318,0.9406636953353882,8,hide,0.0,False
2,82,0.031211812049150467,0.1381666660308838,14,stare_at_window,0.0,False
2,83,0.032178640365600586,0.14812727272510529,0,idle_wander,0.0,False
2,84,0.07027332484722137,0.9406785368919373,0,idle_wander,0.0,False
2,85,0.0312626026570797,0.13830088078975677,0,idle_wander,0.0,False
2,86,0.0322275310754776,0.14824168384075165,0,idle_wander,0.0,False
2,87,0.07040031254291534,0.9406967163085938,0,idle_wander,0.0,False
2,88,0.0314151756465435,0.1385204792022705,14,stare_at_window,0.0,False
2,89,0.03237821161746979,0.1484011560678482,0,idle_wander,0.0,False
2,90,0.07036477327346802,0.9407113194465637,0,idle_wander,0.0,False
2,91,0.03140523284673691,0.13863173127174377,0,idle_wander,0.0,False
2,92,0.03236636891961098,0.1484949290752411,0,idle_wander,0.0,False
2,93,0.07042797654867172,0.9407303333282471,0,idle_wander,0.0,False
2,94,0.03149402141571045,0.13879962265491486,0,idle_wander,0.0,False
2,95,0.0324532650411129,0.1486409306526184,0,idle_wander,0.0,False
2,96,0.07024836540222168,0.9407430291175842,8,hide,0.5,False
2,97,0.031363703310489655,0.13886785507202148,0,idle_wander,0.0,False
2,98,0.032321054488420486,0.14869529008865356,0,idle_wander,0.0,False
2,99,0.07045484334230423,0.9407668113708496,0,idle_wander,0.0,False
2,100,0.03159577026963234,0.13910160958766937,0,idle_wander,0.0,False
2,101,0.032551221549510956,0.14890190958976746,0,idle_wander,0.0,False
2,102,0.0708792582154274,0.9408566951751709,0,idle_wander,0.0,False
2,103,0.03204578161239624,0.13988783955574036,14,stare_at_window,0.0,False
2,104,0.03299933671951294,0.14957891404628754,0,idle_wander,0.0,False
2,105,0.07105644792318344,0.9409284591674805,0,idle_wander,0.0,False
2,106,0.03224856033921242,0.14043015241622925,0,idle_wander,0.0,False
2,107,0.0332002229988575,0.15007509291172028,0,idle_wander,0.0,False
2,108,0.07084812223911285,0.9408106803894043,3,eat,0.0,False
2,109,0.03237388655543327,0.14083394408226013,3,eat,0.0,False
2,110,0.032968200743198395,0.14938302338123322,3,eat,0.0,False
2,111,0.07059011608362198,0.9407459497451782,0,idle_wander,0.0,False
2,112,0.03247322887182236,0.14118678867816925,3,eat,0.0,False
2,113,0.032733894884586334,0.14895270764827728,14,stare_at_window,0.0,False
2,114,0.06990452110767365,0.9405612349510193,0,idle_wander,0.0,False
2,115,0.032144978642463684,0.14040912687778473,3,eat,0.0,False
2,116,0.03207199648022652,0.14764881134033203,0,idle_wander,0.0,False
2,117,0.07009401172399521,0.9407312273979187,0,idle_wander,0.0,False
2,118,0.03269181400537491,0.1420159488916397,3,eat,0.0,False
2,119,0.0322851836681366,0.14881721138954163,0,idle_wander,0.0,False
2,120,0.0698079913854599,0.9407574534416199,0,idle_wander,0.0,False
2,121,0.03276313841342926,0.14232096076011658,3,eat,0.0,False
2,122,0.032022856175899506,0.14894942939281464,14,stare_at_window,0.0,False
2,123,0.06924697011709213,0.9405580759048462,0,idle_wander,0.0,False
2,124,0.032069411128759384,0.140284463763237,3,eat,0.0,False
2,125,0.031485527753829956,0.14757952094078064,0,idle_wander,0.0,False
2,126,0.06966935843229294,0.9407665729522705,0,idle_wander,0.0,False
2,127,0.03258184343576431,0.14192238450050354,3,eat,0.0,False
2,128,0.03193160891532898,0.14904558658599854,0,idle_wander,0.0,False
2,129,0.06964557617902756,0.9407930374145508,0,idle_wander,0.0,False
2,130,0.03264810889959335,0.14222262799739838,3,eat,0.0,False
2,131,0.031931523233652115,0.14924094080924988,0,idle_wander,0.0,False
2,132,0.06954491138458252,0.9407781958580017,8,hide,0.0,False
2,133,0.03263749182224274,0.1422247290611267,3,eat,0.0,False
2,134,0.03185455873608589,0.14915473759174347,0,idle_wander,0.0,False
2,135,0.06887869536876678,0.9405210018157959,8,hide,0.0,False
2,136,0.03169877454638481,0.13918182253837585,3,eat,0.0,False
2,137,0.031185980886220932,0.1473453789949417,0,idle_wander,0.0,False
2,138,0.023448370397090912,0.9650943279266357,8,hide,0.0,False
2,139,0.03201940655708313,0.14007516205310822,0,idle_wander,0.0,False
2,140,0.049700766801834106,0.5838366746902466,12,accept_petting,1.5,False
2,141,0.023346781730651855,0.9650627970695496,8,hide,0.0,False
2,142,0.031699810177087784,0.13928325474262238,0,idle_wander,0.0,False
2,143,0.049708180129528046,0.583862841129303,0,idle_wander,0.0,False
2,144,0.10538950562477112,0.9498310685157776,8,hide,0.0,False
2,145,0.03103763796389103,0.13766126334667206,0,idle_wander,0.0,False
2,146,0.049301937222480774,0.583584725856781,0,idle_wander,0.0,False
2,147,0.1053028479218483,0.9498207569122314,8,hide,0.0,False
2,148,0.030732963234186172,0.137377068400383,0,idle_wander,0.0,False
2,149,0.0492531880736351,0.5835624933242798,0,idle_wander,0.0,False
2,150,0.023284414783120155,0.9651095867156982,8,hide,0.5,False
2,151,0.031071092933416367,0.13915209472179413,14,stare_at_window,0.0,False
2,152,0.049766670912504196,0.5839505791664124,1,approach_player,-0.1,False
2,153,0.10521527379751205,0.9498222470283508,0,idle_wander,0.0,False
2,154,0.030548231676220894,0.13744473457336426,0,idle_wander,0.0,False
2,155,0.04923432692885399,0.5835594534873962,0,idle_wander,0.0,False
2,156,0.10514480620622635,0.9498169422149658,0,idle_wander,0.0,False
2,157,0.03052515536546707,0.13738933205604553,0,idle_wander,0.0,False
2,158,0.04920177534222603,0.5835437178611755,1,approach_player,-0.1,False
2,159,0.023080091923475266,0.9650707244873047,0,idle_wander,0.0,False
2,160,0.03100183606147766,0.1389531046152115,0,idle_wander,0.0,False
2,161,0.04966898262500763,0.5838951468467712,0,idle_wander,0.0,False
2,162,0.10497038066387177,0.949797511100769,0,idle_wander,0.0,False
2,163,0.03044551983475685,0.13718725740909576,0,idle_wander,0.0,False
2,164,0.049103185534477234,0.5834916234016418,0,idle_wander,0.0,False
2,165,0.05938518047332764,0.9757518172264099,0,idle_wander,0.0,False
2,166,0.030848246067762375,0.13840577006340027,0,idle_wander,0.0,False
2,167,0.04949643462896347,0.5837628841400146,0,idle_wander,0.0,False
2,168,0.10003790259361267,0.9112062454223633,8,hide,0.0,False
2,169,0.030737195163965225,0.13802610337734222,0,idle_wander,0.0,False
2,170,0.049375902861356735,0.583672821521759,0,idle_wander,0.0,False
2,171,0.09964264184236526,0.9110674262046814,8,hide,0.0,False
2,172,0.03153624385595322,0.1412772834300995,4,sleep,0.3,False
2,173,0.05016547068953514,0.5844209790229797,4,sleep,0.3,False
2,174,0.09982156753540039,0.9111265540122986,8,hide,0.0,False
2,175,0.03173175826668739,0.14165885746479034,0,idle_wander,0.0,False
2,176,0.05035150796175003,0.5845032930374146,1,approach_player,-0.1,False
2,177,0.09995236992835999,0.9111813902854919,8,hide,0.0,False
2,178,0.031872041523456573,0.1419912427663803,0,idle_wander,0.0,False
2,179,0.050482310354709625,0.5845755934715271,1,approach_player,-0.1,False
2,180,0.09543412923812866,0.9126403331756592,8,hide,0.5,False
2,181,0.03185185045003891,0.1418260782957077,0,idle_wander,0.0,False
2,182,0.050452642142772675,0.5845322012901306,0,idle_wander,0.0,False
2,183,0.09663141518831253,0.9131613969802856,4,sleep,0.3,False
2,184,0.03186667338013649,0.1417800486087799,0,idle_wander,0.0,False
2,185,0.050457995384931564,0.5845166444778442,14,stare_at_window,0.0,False
2,186,0.09637637436389923,0.9130395650863647,0,idle_wander,0.0,False
2,187,0.03162112087011337,0.14089429378509521,0,idle_wander,0.0,False
2,188,0.050202954560518265,0.5843061804771423,0,idle_wander,0.0,False
2,189,0.09625587612390518,0.912979781627655,0,idle_wander,0.0,False
2,190,0.031462691724300385,0.14036822319030762,0,idle_wander,0.0,False
2,191,0.05008244514465332,0.5842031240463257,1,approach_player,-0.1,False
2,192,0.0960303544998169,0.9128907322883606,0,idle_wander,0.0,False
2,193,0.031189778819680214,0.1396068036556244,0,idle_wander,0.0,False
2,194,0.04984743893146515,0.5840469002723694,1,approach_player,-0.1,False
2,195,0.0963631421327591,0.9129770398139954,0,idle_wander,0.0,False
2,196,0.03147517517209053,0.14025171101093292,0,idle_wander,0.0,False
2,197,0.05017075315117836,0.5842087864875793,0,idle_wander,0.0,False
2,198,0.09655879437923431,0.9130495190620422,0,idle_wander,0.0,False
2,199,0.03162343055009842,0.14074549078941345,0,idle_wander,0.0,False
2,200,0.050356924533843994,0.5843382477760315,0,idle_wander,0.0,False
2,201,0.09626578539609909,0.9128966331481934,0,idle_wander,0.0,False
2,202,0.03128303587436676,0.13954950869083405,0,idle_wander,0.0,False
2,203,0.05005444958806038,0.5840767025947571,14,stare_at_window,0.0,False
2,204,0.09608327597379684,0.9128081202507019,0,idle_wander,0.0,False
2,205,0.031100517138838768,0.13889817893505096,0,idle_wander,0.0,False
2,206,0.04987192526459694,0.5839236378669739,0,idle_wander,0.0,False
2,207,0.09634646773338318,0.9128928184509277,0,idle_wander,0.0,False
2,208,0.03136371821165085,0.1395905762910843,0,idle_wander,0.0,False
2,209,0.05013512820005417,0.5840767025947571,2,ask_for_attention,-0.1,False
2,210,0.09595222026109695,0.9127193093299866,0,idle_wander,0.0,False
2,211,0.030969468876719475,0.13828010857105255,0,idle_wander,0.0,False
2,212,0.049740877002477646,0.5837739109992981,1,approach_player,-0.1,False
2,213,0.09642303735017776,0.9128986597061157,0,idle_wander,0.0,False
2,214,0.03144027292728424,0.13975957036018372,14,stare_at_window,0.0,False
2,215,0.06290502101182938,0.8028345704078674,8,hide,0.0,False
2,216,0.09635882079601288,0.9128496050834656,0,idle_wander,0.0,False
2,217,0.03137606754899025,0.1394224315881729,0,idle_wander,0.0,False
2,218,0.04470724239945412,0.9571807384490967,8,hide,0.0,False
2,219,0.09607909619808197,0.9127004146575928,0,idle_wander,0.0,False
2,220,0.031096341088414192,0.13832443952560425,0,idle_wander,0.0,False
2,221,0.044427525252103806,0.9570231437683105,8,hide,0.0,False
2,222,0.09601936489343643,0.9126567840576172,0,idle_wander,0.0,False
2,223,0.031036611646413803,0.1380218267440796,0,idle_wander,0.0,False
2,224,0.06590763479471207,0.9631640911102295,8,hide,0.0,False
2,225,0.09558413177728653,0.912495493888855,0,idle_wander,0.0,False
2,226,0.03060138411819935,0.1367582380771637,0,idle_wander,0.0,False
2,227,0.023007869720458984,0.9643675684928894,8,hide,0.0,False
2,228,0.09564127773046494,0.9124847054481506,0,idle_wander,0.0,False
2,229,0.030897382646799088,0.1374601274728775,0,idle_wander,0.0,False
2,230,0.028934234753251076,0.965753436088562,8,hide,0.0,False
2,231,0.09603990614414215,0.9126154780387878,0,idle_wander,0.0,False
2,232,0.03129790350794792,0.13853278756141663,0,idle_wander,0.0,False
2,233,0.02893001399934292,0.9658603668212891,8,hide,0.5,False
2,234,0.11894398182630539,0.8835251331329346,8,hide,0.0,False
2,235,0.03136959671974182,0.13873203098773956,0,idle_wander,0.0,False
2,236,0.028976118192076683,0.9658727645874023,0,idle_wander,0.0,False
2,237,0.1185864508152008,0.8833499550819397,8,hide,0.0,False
2,238,0.031013967469334602,0.13740606606006622,0,idle_wander,0.0,False
2,239,0.028547506779432297,0.9656657576560974,0,idle_wander,0.0,False
2,240,0.11853773891925812,0.8833354115486145,8,hide,0.0,False
2,241,0.03101455047726631,0.13731232285499573,0,idle_wander,0.0,False
2,242,0.02847510203719139,0.9656365513801575,1,approach_player,-0.1,False
2,243,0.11855579912662506,0.8833518028259277,8,hide,0.0,False
2,244,0.031081901863217354,0.13745641708374023,0,idle_wander,0.0,False
2,245,0.028478942811489105,0.965641975402832,1,approach_player,-0.1,False
2,246,0.11821170151233673,0.8832288980484009,8,hide,0.0,False
2,247,0.030794193968176842,0.13646507263183594,0,idle_wander,0.0,False
2,248,0.028132468461990356,0.9654728770256042,8,hide,0.0,False
2,249,0.11817830055952072,0.8832218647003174,8,hide,0.0,False
2,250,0.035852041095495224,0.5858843922615051,8,hide,0.0,False
2,251,0.008250987157225609,0.9992536902427673,8,hide,0.0,False
2,252,0.11832783371210098,0.8832740783691406,8,hide,0.5,False
2,253,0.018424339592456818,0.8179228901863098,8,hide,0.0,False
2,254,0.008353127166628838,0.999293863773346,8,hide,0.5,False
2,255,0.11794714629650116,0.8831161260604858,10,curious_inspect,0.0,False
2,256,0.05127648264169693,0.9648041129112244,8,hide,0.0,False
2,257,0.00794163253158331,0.9991016387939453,10,curious_inspect,0.0,False
2,258,0.11795070767402649,0.8831043839454651,10,curious_inspect,0.0,False
2,259,0.052188899368047714,0.9784680604934692,8,hide,0.0,False
2,260,0.007921496406197548,0.999081015586853,10,curious_inspect,0.0,False
2,261,0.11767637729644775,0.8830142617225647,5,play_with_toy,0.0,False
2,262,0.0516870878636837,0.9782741665840149,8,hide,0.0,False
2,263,0.0076234713196754456,0.9989607334136963,5,play_with_toy,0.0,False
2,264,0.11798910796642303,0.8831008672714233,5,play_with_toy,0.0,False
2,265,0.052009303122758865,0.9783758521080017,8,hide,0.0,False
2,266,0.007912511937320232,0.999061644077301,5,play_with_toy,0.0,False
2,267,0.11792425811290741,0.8830240368843079,5,play_with_toy,0.0,False
2,268,0.07957862317562103,0.9746378660202026,8,hide,0.0,False
2,269,0.007823964580893517,0.9990162253379822,5,play_with_toy,0.0,False
2,270,0.11761394888162613,0.8828901052474976,0,idle_wander,0.0,False
2,271,0.07930148392915726,0.9745044112205505,8,hide,0.0,False
2,272,0.007513653952628374,0.9988538026809692,1,approach_player,0.0,False
2,273,0.11716190725564957,0.8827410936355591,0,idle_wander,0.0,False
2,274,0.08034583926200867,1.0092110633850098,8,hide,0.0,False
2,275,0.007061601150780916,0.9986623525619507,0,idle_wander,0.0,False
2,276,0.11760041117668152,0.8829115629196167,0,idle_wander,0.0,False
2,277,0.07787003368139267,1.0294981002807617,8,hide,0.0,False
2,278,0.007500101812183857,0.998851478099823,0,idle_wander,0.0,False
2,279,0.11704784631729126,0.8827065825462341,0,idle_wander,0.0,False
2,280,0.07694779336452484,1.0292752981185913,8,hide,0.5,False
2,281,0.0069475420750677586,0.9985994696617126,1,approach_player,-0.1,False
2,282,0.11802177876234055,0.8832221627235413,4,sleep,0.3,False
2,283,0.07672268152236938,1.0292023420333862,0,idle_wander,0.0,False
2,284,0.007897776551544666,0.9991528987884521,4,sleep,0.3,False
2,285,0.11845454573631287,0.8833426237106323,0,idle_wander,0.0,False
2,286,0.07714122533798218,1.0293257236480713,0,idle_wander,0.0,False
2,287,0.00830684881657362,0.9992977976799011,0,idle_wander,0.0,False
2,288,0.11853548884391785,0.8833721876144409,0,idle_wander,0.0,False
2,289,0.07718425989151001,1.0293453931808472,8,hide,0.0,False
2,290,0.008373579010367393,0.9993235468864441,1,approach_player,-0.1,False
2,291,0.11823874711990356,0.8832215666770935,0,idle_wander,0.0,False
2,292,0.0768401175737381,1.029196858406067,8,hide,0.0,False
2,293,0.008034179918467999,0.9991488456726074,0,idle_wander,0.0,False
